id,base_name_en,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
1408,Golden Lunemail α+,Gold Rathian Cortex,4,Gold Rathian Shard,2,Gold Rathian Surspike,1,Dragonvein Solidbone,8
1409,Golden Lunebraces α+,Gold Rathian Cortex,4,Gold Rathian Shard,2,Rath Gleam,2,Rathian Mantle,1
1410,Golden Lunecoil α+,Gold Rathian Cortex,4,Gold Rathian Shard,2,Gold Rathian Surspike,2,Guiding Wasteland Crystal,3
1411,Golden Lunegreaves α+,Gold Rathian Cortex,4,Gold Rathian Shard,2,Rath Gleam,3,Guiding Wasteland Dragonbone,3
1412,Golden Lunehelm β+,Gold Rathian Cortex,4,Gold Rathian Shard,2,Rath Gleam,1,Large Wyvern Gem,1
1413,Golden Lunemail β+,Gold Rathian Cortex,4,Gold Rathian Shard,2,Gold Rathian Surspike,1,Dragonvein Solidbone,8
1414,Golden Lunebraces β+,Gold Rathian Cortex,4,Gold Rathian Shard,2,Rath Gleam,2,Rathian Mantle,1
1415,Golden Lunecoil β+,Gold Rathian Cortex,4,Gold Rathian Shard,2,Gold Rathian Surspike,2,Guiding Wasteland Crystal,3
1416,Golden Lunegreaves β+,Gold Rathian Cortex,4,Gold Rathian Shard,2,Rath Gleam,3,Guiding Wasteland Dragonbone,3
1417,Silver Solhelm α+,Silver Rathalos Cortex,4,Silver Rathalos Shard,3,Silver Rathalos Fellwing,2,Rathalos Mantle,1
1418,Silver Solmail α+,Silver Rathalos Cortex,4,Silver Rathalos Fellwing,4,Rath Gleam,3,Guiding Reef Dragonbone,3
1419,Silver Solbraces α+,Silver Rathalos Cortex,6,Silver Rathalos Fellwing,3,Silver Rathalos Lash,1,Dragonvein Solidbone,8
1420,Silver Solcoil α+,Silver Rathalos Cortex,4,Silver Rathalos Shard,3,Rath Gleam,2,Guiding Reef Crystal,3
1421,Silver Solgreaves α+,Silver Rathalos Cortex,6,Silver Rathalos Shard,3,Silver Rathalos Lash,1,Large Wyvern Gem,1
1422,Silver Solhelm β+,Silver Rathalos Cortex,4,Silver Rathalos Shard,3,Silver Rathalos Fellwing,2,Rathalos Mantle,1
1423,Silver Solmail β+,Silver Rathalos Cortex,4,Silver Rathalos Fellwing,4,Rath Gleam,3,Guiding Reef Dragonbone,3
1424,Silver Solbraces β+,Silver Rathalos Cortex,6,Silver Rathalos Fellwing,3,Silver Rathalos Lash,1,Dragonvein Solidbone,8
1425,Silver Solcoil β+,Silver Rathalos Cortex,4,Silver Rathalos Shard,3,Rath Gleam,2,Guiding Reef Crystal,3
1426,Silver Solgreaves β+,Silver Rathalos Cortex,6,Silver Rathalos Shard,3,Silver Rathalos Lash,1,Large Wyvern Gem,1
1427,Empress Crown α+,Lunastra Cortex,3,Lunastra Mane+,3,Lunastra Hardhorn,2,Large Elder Dragon Gem,1
1428,Empress Mail α+,Lunastra Cortex,3,Lunastra Fellwing,3,Lunastra Mane+,2,Serene Crystal,3
1429,Empress Vambraces α+,Lunastra Cortex,3,Lunastra Shard,3,Lunastra Lash,1,Elder Dragonvein Bone,6
1430,Empress Coil α+,Lunastra Cortex,3,Lunastra Shard,3,Lunastra Hardhorn,1,Teostra Powder,4
1431,Empress Greaves α+,Lunastra Cortex,3,Lunastra Shard,2,Lunastra Fellwing,2,Tempered Cragbone,3
1432,Empress Crown β+,Lunastra Cortex,3,Lunastra Mane+,3,Lunastra Hardhorn,2,Large Elder Dragon Gem,1
1433,Empress Mail β+,Lunastra Cortex,3,Lunastra Fellwing,3,Lunastra Mane+,2,Serene Crystal,3
1434,Empress Vambraces β+,Lunastra Cortex,3,Lunastra Shard,3,Lunastra Lash,1,Elder Dragonvein Bone,6
1435,Empress Coil β+,Lunastra Cortex,3,Lunastra Shard,3,Lunastra Hardhorn,1,Teostra Powder,4
1436,Empress Greaves β+,Lunastra Cortex,3,Lunastra Shard,2,Lunastra Fellwing,2,Tempered Cragbone,3
1437,Ruinous Helm α+,Nergigante Cortex,3,Annihilating Greathorn,3,Eternal Regrowth Plate,4,Glavenus Mantle,1
1438,Ruinous Mail α+,Nergigante Cortex,3,Nergigante Hardclaw,3,Eternal Regrowth Plate,2,Nargacuga Mantle,1
1439,Ruinous Vambraces α+,Nergigante Cortex,3,Immortal Shard,2,Nergigante Flail,1,Brachydios Pallium,1
1440,Ruinous Coil α+,Nergigante Cortex,3,Immortal Shard,1,Annihilating Greathorn,2,Rathalos Mantle,1
1441,Ruinous Greaves α+,Nergigante Cortex,3,Immortal Shard,2,Eternal Regrowth Plate,2,Bazelgeuse Mantle,1
1442,Ruinous Helm β+,Nergigante Cortex,3,Annihilating Greathorn,3,Eternal Regrowth Plate,4,Glavenus Mantle,1
1443,Ruinous Mail β+,Nergigante Cortex,3,Nergigante Hardclaw,3,Eternal Regrowth Plate,2,Nargacuga Mantle,1
1444,Ruinous Vambraces β+,Nergigante Cortex,3,Immortal Shard,2,Nergigante Flail,1,Brachydios Pallium,1
1445,Ruinous Coil β+,Nergigante Cortex,3,Immortal Shard,1,Annihilating Greathorn,2,Rathalos Mantle,1
1446,Ruinous Greaves β+,Nergigante Cortex,3,Immortal Shard,2,Eternal Regrowth Plate,2,Bazelgeuse Mantle,1
1447,Guildwork Head α+,Research Commission Ticket+,1,Forest Crystal,2,Woodland Greatbone,2,Steam Ticket,1
1448,Guildwork Body α+,Research Commission Ticket+,1,Wasteland Crystal,2,Wasteland Cragbone,2,Boaboa Ticket,1
1449,Guildwork Braces α+,Research Commission Ticket+,1,Reef Crystal,2,Coral Crimsonbone,2,Ancient Fragment,1
1450,Guildwork Waist α+,Research Commission Ticket+,1,Effluvial Crystal,2,Effluvial Frenzybone,2,Thermae Ticket,1
1451,Guildwork Feet α+,Research Commission Ticket+,1,Frozen Bone,3,Fierce Dragonvein Bone,5,Conqueror's Seal,1
1452,Guildwork Head β+,Research Commission Ticket+,1,Forest Crystal,2,Woodland Greatbone,2,Steam Ticket,1
1453,Guildwork Body β+,Research Commission Ticket+,1,Wasteland Crystal,2,Wasteland Cragbone,2,Boaboa Ticket,1
1454,Guildwork Braces β+,Research Commission Ticket+,1,Reef Crystal,2,Coral Crimsonbone,2,Ancient Fragment,1
1455,Guildwork Waist β+,Research Commission Ticket+,1,Effluvial Crystal,2,Effluvial Frenzybone,2,Thermae Ticket,1
1456,Guildwork Feet β+,Research Commission Ticket+,1,Frozen Bone,3,Fierce Dragonvein Bone,5,Conqueror's Seal,1
1457,Golden Headdress α+,Rajang Wildpelt,4,Rajang Hardhorn,2,Rajang Tail,1,Gold Rajang Pelt+,2
1458,Golden Haori α+,Rajang Wildpelt,4,Rajang Hardclaw,2,Rajang Hardfang,3,Purecrystal,1
1459,Golden Kote α+,Rajang Wildpelt,4,Rajang Hardhorn,1,Rajang Hardclaw,2,Rajang Tail,1
1460,Golden Obi α+,Rajang Wildpelt,4,Rajang Hardhorn,1,Rajang Hardfang,4,Gold Rajang Pelt+,1
1461,Golden Hakama α+,Rajang Wildpelt,4,Rajang Hardclaw,2,Rajang Tail,1,Monster Toughbone,6
1462,Golden Headdress β+,Rajang Wildpelt,4,Rajang Hardhorn,2,Rajang Tail,1,Gold Rajang Pelt+,2
1463,Golden Haori β+,Rajang Wildpelt,4,Rajang Hardclaw,2,Rajang Hardfang,3,Purecrystal,1
1464,Golden Kote β+,Rajang Wildpelt,4,Rajang Hardhorn,1,Rajang Hardclaw,2,Rajang Tail,1
1465,Golden Obi β+,Rajang Wildpelt,4,Rajang Hardhorn,1,Rajang Hardfang,4,Gold Rajang Pelt+,1
1466,Golden Hakama β+,Rajang Wildpelt,4,Rajang Hardclaw,2,Rajang Tail,1,Monster Toughbone,6
1467,Grand God's Peer Mask α+,Rajang Apoplexy,2,Ghoulish Gold Gorer,1,Gold Rajang Pelt+,1,Rajang Heart,1
1468,Grand God's Peer Garb α+,Rajang Apoplexy,2,Ghoulish Gold Gorer,1,Rajang Hardhorn,2,Large Elder Dragon Gem,1
1469,Grand God's Peer Arms α+,Rajang Apoplexy,2,Rajang Hardclaw,3,Gold Rajang Pelt+,2,Fulgur Anjanath Mantle,1
1470,Grand God's Peer Belt α+,Rajang Apoplexy,2,Ghoulish Gold Gorer,1,Rajang Hardclaw,5,Velkhana Crystal,1
1471,Grand God's Peer Feet α+,Rajang Apoplexy,2,Rajang Hardhorn,2,Gold Rajang Pelt+,3,Large Wyvern Gem,1
1472,Grand God's Peer Mask β+,Rajang Apoplexy,2,Ghoulish Gold Gorer,1,Gold Rajang Pelt+,1,Rajang Heart,1
1473,Grand God's Peer Garb β+,Rajang Apoplexy,2,Ghoulish Gold Gorer,1,Rajang Hardhorn,2,Large Elder Dragon Gem,1
1474,Grand God's Peer Arms β+,Rajang Apoplexy,2,Rajang Hardclaw,3,Gold Rajang Pelt+,2,Fulgur Anjanath Mantle,1
1475,Grand God's Peer Belt β+,Rajang Apoplexy,2,Ghoulish Gold Gorer,1,Rajang Hardclaw,5,Velkhana Crystal,1
1476,Grand God's Peer Feet β+,Rajang Apoplexy,2,Rajang Hardhorn,2,Gold Rajang Pelt+,3,Large Wyvern Gem,1
1477,Stygian Helm α+,Stygian Zinogre Dragonlocks,3,Stygian Zinogre Cortex,2,Stygian Zinogre Hardhorn,1,Dracophage Bug,5
1478,Stygian Mail α+,Stygian Zinogre Dragonlocks,3,Stygian Zinogre Cortex,2,Stygian Zinogre Lash,1,Tundra Icebone,3
1479,Stygian Vambraces α+,Stygian Zinogre Dragonlocks,3,Stygian Zinogre Hardclaw,2,Stygian Zinogre Dragonhold,3,Large Wyvern Gem,1
1480,Stygian Coil α+,Stygian Zinogre Dragonlocks,3,Stygian Zinogre Dragonhold,2,Stygian Zinogre Hardhorn,2,Stygian Zinogre Skymerald,1
1481,Stygian Greaves α+,Stygian Zinogre Dragonlocks,3,Stygian Zinogre Cortex,2,Stygian Zinogre Hardclaw,2,Rime Crystal,3
1482,Stygian Helm β+,Stygian Zinogre Dragonlocks,3,Stygian Zinogre Cortex,2,Stygian Zinogre Hardhorn,1,Dracophage Bug,5
1483,Stygian Mail β+,Stygian Zinogre Dragonlocks,3,Stygian Zinogre Cortex,2,Stygian Zinogre Lash,1,Tundra Icebone,3
1484,Stygian Vambraces β+,Stygian Zinogre Dragonlocks,3,Stygian Zinogre Hardclaw,2,Stygian Zinogre Dragonhold,3,Large Wyvern Gem,1
1485,Stygian Coil β+,Stygian Zinogre Dragonlocks,3,Stygian Zinogre Dragonhold,2,Stygian Zinogre Hardhorn,2,Stygian Zinogre Skymerald,1
1486,Stygian Greaves β+,Stygian Zinogre Dragonlocks,3,Stygian Zinogre Cortex,2,Stygian Zinogre Hardclaw,2,Rime Crystal,3
1487,Safi Crested Crown α+,Safi'jiiva Hardhorn,3,Safi'jiiva Shard,4,Safi'jiiva Fellwing,6,Zionium Crystal,1
1488,Safi Crested Chest α+,Safi'jiiva Cortex,6,Safi'jiiva Hardclaw,4,Pulsing Dragonshell,5,Deviljho Crook,1
1489,Safi Crested Vambraces α+,Safi'jiiva Shard,7,Safi'jiiva Cortex,6,Pulsing Dragonshell,5,Zinogre Skymerald,1
1490,Safi Crested Belt α+,Safi'jiiva Shard,7,Safi'jiiva Cortex,6,Safi'jiiva Hardhorn,5,Velkhana Crystal,1
1491,Safi Crested Boots α+,Safi'jiiva Cortex,6,Safi'jiiva Fellwing,4,Safi'jiiva Lash,3,Large Elder Dragon Gem,1
1492,Safi Crested Crown β+,Safi'jiiva Hardhorn,3,Safi'jiiva Shard,4,Safi'jiiva Fellwing,6,Zionium Crystal,1
1493,Safi Crested Chest β+,Safi'jiiva Cortex,6,Safi'jiiva Hardclaw,4,Pulsing Dragonshell,5,Deviljho Crook,1
1494,Safi Crested Vambraces β+,Safi'jiiva Shard,7,Safi'jiiva Cortex,6,Pulsing Dragonshell,5,Zinogre Skymerald,1
1495,Safi Crested Belt β+,Safi'jiiva Shard,7,Safi'jiiva Cortex,6,Safi'jiiva Hardhorn,5,Velkhana Crystal,1
1496,Safi Crested Boots β+,Safi'jiiva Cortex,6,Safi'jiiva Fellwing,4,Safi'jiiva Lash,3,Large Elder Dragon Gem,1
1497,Brachydium Helm α+,Indestructible Ebonshell,2,Brach Warhead,1,Brach Obliterator,2,Large Elder Dragon Gem,1
1498,Brachydium Mail α+,Indestructible Ebonshell,2,Brach Warhead,1,Flashpoint Slime,3,Brachydios Pallium,1
1499,Brachydium Braces α+,Indestructible Ebonshell,2,Brach Obliterator,2,Flashpoint Slime,3,Shara Ishvalda Gem,1
1500,Brachydium Faulds α+,Indestructible Ebonshell,2,Brach Obliterator,1,Brachydios Lash,1,Bazelgeuse Mantle,1
1501,Brachydium Greaves α+,Indestructible Ebonshell,2,Brach Warhead,2,Flashpoint Slime,3,Immortal Reactor,1
1502,Brachydium Helm β+,Indestructible Ebonshell,2,Brach Warhead,1,Brach Obliterator,2,Large Elder Dragon Gem,1
1503,Brachydium Mail β+,Indestructible Ebonshell,2,Brach Warhead,1,Flashpoint Slime,3,Brachydios Pallium,1
1504,Brachydium Braces β+,Indestructible Ebonshell,2,Brach Obliterator,2,Flashpoint Slime,3,Shara Ishvalda Gem,1
1505,Brachydium Faulds β+,Indestructible Ebonshell,2,Brach Obliterator,1,Brachydios Lash,1,Bazelgeuse Mantle,1
1506,Brachydium Greaves β+,Indestructible Ebonshell,2,Brach Warhead,2,Flashpoint Slime,3,Immortal Reactor,1
1507,Frostfang Helm α+,Frostfang Ticket,1,Silversnow Pelt,2,Bergcrusher Claw,1,Cryo Sac,3
1508,Frostfang Mail α+,Frostfang Ticket,1,Silversnow Pelt,4,Silverwhite Frostfang,2,Purecrystal,1
1509,Frostfang Vambraces α+,Frostfang Ticket,1,Silversnow Pelt,2,Silverwhite Frostfang,1,Bergcrusher Claw,1
1510,Frostfang Coil α+,Frostfang Ticket,1,Silversnow Pelt,3,Bergcrusher Claw,1,Gracium,4
1511,Frostfang Greaves α+,Frostfang Ticket,1,Silversnow Pelt,2,Silverwhite Frostfang,2,Large Wyvern Gem,1
1512,Frostfang Helm β+,Frostfang Ticket,1,Silversnow Pelt,2,Bergcrusher Claw,1,Cryo Sac,3
1513,Frostfang Mail β+,Frostfang Ticket,1,Silversnow Pelt,4,Silverwhite Frostfang,2,Purecrystal,1
1514,Frostfang Vambraces β+,Frostfang Ticket,1,Silversnow Pelt,2,Silverwhite Frostfang,1,Bergcrusher Claw,1
1515,Frostfang Coil β+,Frostfang Ticket,1,Silversnow Pelt,3,Bergcrusher Claw,1,Gracium,4
1516,Frostfang Greaves β+,Frostfang Ticket,1,Silversnow Pelt,2,Silverwhite Frostfang,2,Large Wyvern Gem,1
1517,Escadora Wisdom α+,Alatreon Pallium,2,Alatreon Mantle,2,Skyswayer,2,Alatreon Riptalon,2
1518,Escadora Soul α+,Alatreon Pallium,3,Alatreon Mantle,3,Alatreon Direwing,1,Alatreon Riptalon,2
1519,Escadora Armguards α+,Alatreon Pallium,2,Alatreon Mantle,3,Alatreon Direwing,1,Alatreon Diretail,2
1520,Escadora Might α+,Alatreon Pallium,3,Alatreon Direwing,2,Skyswayer,1,Azure Dragonsphire,1
1521,Escadora Sheath α+,Alatreon Pallium,3,Alatreon Mantle,2,Alatreon Diretail,1,Large Elder Dragon Gem,1
1522,Escadora Wisdom β+,Alatreon Pallium,2,Alatreon Mantle,2,Skyswayer,2,Alatreon Riptalon,2
1523,Escadora Soul β+,Alatreon Pallium,3,Alatreon Mantle,3,Alatreon Direwing,1,Alatreon Riptalon,2
1524,Escadora Armguards β+,Alatreon Pallium,2,Alatreon Mantle,3,Alatreon Direwing,1,Alatreon Diretail,2
1525,Escadora Might β+,Alatreon Pallium,3,Alatreon Direwing,2,Skyswayer,1,Azure Dragonsphire,1
1526,Escadora Sheath β+,Alatreon Pallium,3,Alatreon Mantle,2,Alatreon Diretail,1,Large Elder Dragon Gem,1
1527,Kulve Taroth's Fury α+,Kulve Taroth Golden Scale+,4,Kulve Taroth Golden Shell+,2,Kulve Taroth Golden Spiralhorn+,6,Golden Dragonsphire,1
1528,Kulve Taroth's Ire α+,Kulve Taroth Golden Scale+,4,Kulve Taroth Golden Shell+,2,Kulve Taroth Golden Nugget+,5,Kulve Taroth Golden Spiralhorn+,3
1529,Kulve Taroth's Rage α+,Kulve Taroth Golden Scale+,4,Kulve Taroth Golden Shell+,2,Kulve Taroth Golden Tailshell+,2,Large Elder Dragon Gem,1
1530,Kulve Taroth's Malice α+,Kulve Taroth Golden Scale+,4,Kulve Taroth Golden Tailshell+,2,Kulve Taroth Golden Nugget+,5,Kulve Taroth Golden Spiralhorn+,2
1531,Kulve Taroth's Wrath α+,Kulve Taroth Golden Shell+,3,Kulve Taroth Golden Tailshell+,3,Kulve Taroth Golden Spiralhorn+,4,Golden Dragonsphire,1
1532,Kulve Taroth's Fury β+,Kulve Taroth Golden Scale+,4,Kulve Taroth Golden Shell+,2,Kulve Taroth Golden Spiralhorn+,6,Golden Dragonsphire,1
1533,Kulve Taroth's Ire β+,Kulve Taroth Golden Scale+,4,Kulve Taroth Golden Shell+,2,Kulve Taroth Golden Nugget+,5,Kulve Taroth Golden Spiralhorn+,3
1534,Kulve Taroth's Rage β+,Kulve Taroth Golden Scale+,4,Kulve Taroth Golden Shell+,2,Kulve Taroth Golden Tailshell+,2,Large Elder Dragon Gem,1
1535,Kulve Taroth's Malice β+,Kulve Taroth Golden Scale+,4,Kulve Taroth Golden Tailshell+,2,Kulve Taroth Golden Nugget+,5,Kulve Taroth Golden Spiralhorn+,2
1536,Kulve Taroth's Wrath β+,Kulve Taroth Golden Shell+,3,Kulve Taroth Golden Tailshell+,3,Kulve Taroth Golden Spiralhorn+,4,Golden Dragonsphire,1
1537,Tentacle Cowl  γ+,Namielle Ticket,1,Namielle Finehide,5,Namielle Hardclaw,6,Namielle Whisker,2
1538,Tentacle Cloak  γ+,Namielle Ticket,1,Namielle Finehide,5,Namielle Lash,3,Large Elder Dragon Gem,1
1539,Tentacle Gloves  γ+,Namielle Ticket,1,Namielle Finehide,5,Namielle Fellwing,5,Namielle Whisker,2
1540,Tentacle Coil  γ+,Namielle Ticket,1,Namielle Finehide,5,Namielle Fellwing,5,Namielle Hardclaw,3
1541,Tentacle Greaves  γ+,Namielle Ticket,1,Namielle Finehide,5,Namielle Whisker,3,Large Elder Dragon Gem,1
1542,Rimeguard Helm  γ+,Velkhana Ticket,1,Velkhana Cortex,5,Velkhana Crownhorn,5,Large Elder Dragon Gem,1
1543,Rimeguard Mail γ+,Velkhana Ticket,1,Velkhana Cortex,5,Velkhana Fellwing,6,Velkhana Crystal,1
1544,Rimeguard Vambraces  γ+,Velkhana Ticket,1,Velkhana Cortex,5,Velkhana Hardclaw,7,Large Elder Dragon Gem,1
1545,Rimeguard Coil  γ+,Velkhana Ticket,1,Velkhana Cortex,5,Velkhana Lash,4,Large Elder Dragon Gem,1
1546,Rimeguard Greaves  γ+,Velkhana Ticket,1,Velkhana Cortex,5,Crystal Shard,8,Large Elder Dragon Gem,1
1547,Oolong Hair α+,Joyful Ticket,1,Spiritvein Crystal,2,,,,
1548,Oolong Vest α+,Joyful Ticket,1,Eltalite Ore,3,,,,
1549,Oolong Sleeves α+,Joyful Ticket,1,Eltalite Ore,3,,,,
1550,Oolong Waist α+,Joyful Ticket,1,Spiritvein Crystal,2,,,,
1551,Oolong Boots α+,Joyful Ticket,1,Spiritvein Crystal,2,,,,
1552,Astral Veil α+,Gratitude Ticket,1,Gracium,1,Monster Toughbone,1,,
1553,Astral Cloth α+,Gratitude Ticket,1,Purecrystal,1,Monster Toughbone,1,,
1554,Astral Scarf α+,Gratitude Ticket,1,Gracium,1,Monster Toughbone,1,,
1555,Astral Skirt α+,Gratitude Ticket,1,Gracium,1,Monster Toughbone,1,,
1556,Astral Tights α+,Gratitude Ticket,1,Purecrystal,1,Monster Toughbone,1,,
1557,Rose Headpiece α+,Full Bloom Ticket,1,Monster Slogbone,1,,,,
1558,Rose Jacket α+,Full Bloom Ticket,1,Monster Slogbone,1,Dragonbone Artifact,1,,
1559,Rose Arms α+,Full Bloom Ticket,1,Monster Slogbone,1,Dragonbone Artifact,1,,
1560,Rose Belt α+,Full Bloom Ticket,1,Monster Slogbone,1,Dragonbone Artifact,1,,
1561,Rose Boots α+,Full Bloom Ticket,1,Monster Slogbone,1,,,,
1562,Passionate Headdress α+,Sizzling Spice Ticket,1,Monster Solidbone,1,Large Kulu-Ya-Ku Plume,1,,
1563,Passionate Body α+,Sizzling Spice Ticket,1,Monster Solidbone,1,Large Kulu-Ya-Ku Plume,1,,
1564,Passionate Arms α+,Sizzling Spice Ticket,1,Monster Solidbone,1,Large Kulu-Ya-Ku Plume,1,,
1565,Passionate Belt α+,Sizzling Spice Ticket,1,Monster Solidbone,1,,,,
1566,Passionate Leggings α+,Sizzling Spice Ticket,1,Monster Solidbone,1,,,,
1567,Demonlord Hair α+,Fun Fright Ticket,1,Pure Dragon Blood,1,Shadowpierce Fang,1,,
1568,Demonlord Cloak α+,Fun Fright Ticket,1,Pure Dragon Blood,1,Deathweaver Membrane,1,,
1569,Demonlord Blackarm α+,Fun Fright Ticket,1,Pure Dragon Blood,1,Deathweaver Membrane,1,,
1570,Demonlord Leather Belt α+,Fun Fright Ticket,1,Large Elder Dragon Bone,1,Deceased Shard,1,,
1571,Demonlord Boots α+,Fun Fright Ticket,1,Large Elder Dragon Bone,1,Deceased Shard,1,,
1572,Dragonhead α+,Fatalis Cortex,3,Fatalis Hardhorn,1,Fatalis Evil Eye,1,Stygian Zinogre Skymerald,1
1573,Dragonhide α+,Fatalis Cortex,3,Fatalis Pectus,3,Fatalis Evil Eye,2,Azure Dragonsphire,1
1574,Dragonclaws α+,Fatalis Cortex,3,Fatalis Shard,3,Fatalis Hardhorn,2,Rajang Heart,1
1575,Dragonbarbs α+,Fatalis Cortex,3,Fatalis Fellwing,2,Fatalis Pectus,2,Immortal Reactor,1
1576,Dragonfeet α+,Fatalis Cortex,3,Fatalis Shard,4,Fatalis Fellwing,2,Large Elder Dragon Gem,1
1577,Dragonhead β+,Fatalis Cortex,3,Fatalis Hardhorn,1,Fatalis Evil Eye,1,Stygian Zinogre Skymerald,1
1578,Dragonhide β+,Fatalis Cortex,3,Fatalis Pectus,3,Fatalis Evil Eye,2,Azure Dragonsphire,1
1579,Dragonclaws β+,Fatalis Cortex,3,Fatalis Shard,3,Fatalis Hardhorn,2,Rajang Heart,1
1580,Dragonbarbs β+,Fatalis Cortex,3,Fatalis Fellwing,2,Fatalis Pectus,2,Immortal Reactor,1
1581,Dragonfeet β+,Fatalis Cortex,3,Fatalis Shard,4,Fatalis Fellwing,2,Large Elder Dragon Gem,1
1582,Azure Age Hair α+,Large Azure Era Gem,1,Silversnow Pelt,2,Bergcrusher Claw,2,Velkhana Cortex,2
1583,Azure Age Haori α+,Large Azure Era Gem,1,Silversnow Pelt,2,Silverwhite Frostfang,1,Crystal Shard,3
1584,Azure Age Sleeve α+,Large Azure Era Gem,1,Silversnow Pelt,2,Silverwhite Frostfang,1,Velkhana Crystal,1
1585,Azure Age Obi α+,Large Azure Era Gem,1,Silversnow Pelt,2,Bergcrusher Claw,1,Velkhana Hardclaw,1
1586,Azure Age Geta α+,Large Azure Era Gem,1,Silversnow Pelt,2,Velkhana Fellwing,1,Large Wyvern Gem,1
1587,Artemis Head α+,Chocolate,1,,,,,,
1588,Artemis Mail α+,Chocolate,1,,,,,,
1589,Artemis Guards α+,Chocolate,1,,,,,,
1590,Artemis Coil α+,Chocolate,1,,,,,,
1591,Artemis Greaves α+,Chocolate,1,,,,,,
1592,Pearlspring α+,Pearlspring Ticket,3,Prized Pelt,2,Thick Bone,2,,
1593,Duffel Penguin Mask α+,Penguin Ticket,1,Large Kulu-Ya-Ku Beak,1,,,,
1594,Sealed Dragon Cloth α+,Sealed Dragon Cloth,1,Deathweaver Membrane,2,Pure Dragon Blood,2,,
1595,Wyverian Ears α+,Wyverian Ticket,1,Thick Bone,3,,,,
