id,base_name_en,weapon_type,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
1377,Steel Gunlance III,gunlance,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
1378,Chrome Gunlance I,gunlance,Upgrade,Fucium Ore,8,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3
1379,Chrome Gunlance II,gunlance,Upgrade,Elder Dragon Blood,2,Fucium Ore,13,Carbalite Ore,20,Firecell Stone,1
1380,Chrome Halberd I,gunlance,Create,Eltalite Ore,6,Carbalite Ore,10,Firecell Stone,2,Purecrystal,1
1381,Chrome Halberd I,gunlance,Upgrade,Eltalite Ore,2,Carbalite Ore,4,Spiritvein Crystal,2,Gracium,1
1382,Chrome Halberd II,gunlance,Upgrade,Monster Slogbone,3,Eltalite Ore,4,Meldspar Ore,2,Bathycite Ore,2
1383,Chrome Halberd III,gunlance,Upgrade,Pure Dragon Blood,3,Eltalite Ore,6,Meldspar Ore,3,Purecrystal,1
1384,Blackwing Gunlance I,gunlance,Upgrade,Garuga Shard,3,Garuga Silverpelt,4,Garuga Auricle,2,Fey Wyvern Gem,1
1385,Blackwing Gunlance II,gunlance,Upgrade,Scratched Shell,3,Garuga Fellwing,2,Fancy Beak,3,Large Wyvern Gem,1
1386,Nergal Ram,gunlance,Upgrade,Nergigante Talon,3,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Carapace,2
1387,Eradication Flame,gunlance,Upgrade,Xeno'jiiva Horn,2,Nergigante Horn+,5,Nergigante Talon,5,Nergigante Gem,1
1388,Ruinous Eradication,gunlance,Upgrade,Annihilating Greathorn,3,Nergigante Hardclaw,4,Eternal Regrowth Plate,5,Large Elder Dragon Gem,1
1389,Pulsar Gunlance I,gunlance,Upgrade,Tobi-Kadachi Claw,1,Tobi-Kadachi Scale,3,Tobi-Kadachi Pelt,2,,
1390,Pulsar Gunlance II,gunlance,Upgrade,Tobi-Kadachi Electrode,2,Tobi-Kadachi Claw,3,Electro Sac,2,Coral Crystal,3
1391,Pulsar Gunlance III,gunlance,Upgrade,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2,Warped Bone,2
1392,Kadachi Striker,gunlance,Create,Tobi-Kadachi Electrode+,2,Tobi-Kadachi Claw+,6,Tobi-Kadachi Pelt+,7,Wyvern Gem,1
1393,Kadachi Striker,gunlance,Upgrade,Tobi-Kadachi Claw+,3,Tobi-Kadachi Scale+,4,Tobi-Kadachi Pelt+,3,Dragonvein Crystal,3
1394,Kadachi Striker+,gunlance,Upgrade,Majestic Horn,2,Tobi-Kadachi Electrode+,2,Tobi-Kadachi Claw+,4,Thunder Sac,3
1395,Mythic Kadachi Striker,gunlance,Upgrade,Nergigante Talon,2,Tobi-Kadachi Electrode+,4,Tobi-Kadachi Claw+,6,Wyvern Gem,1
1396,Mythic Kadachi Striker+,gunlance,Upgrade,Tobi-Kadachi Hardclaw,1,Tobi-Kadachi Shard,2,Tobi-Kadachi Thickfur,2,Lightning Sac,1
1397,Thundering Striker,gunlance,Upgrade,Hard Odogaron Sinew,2,Tobi-Kadachi Cathode,2,Tobi-Kadachi Hardclaw,2,Tobi-Kadachi Membrane+,2
1398,Crimson Ember,gunlance,Upgrade,Viper Tobi-Kadachi Hardclaw,1,Viper Tobi-Kadachi Shard,2,Viper Tobi-Kadachi Thickfur,2,Ultraplegia Sac,1
1399,Crimson Ember+,gunlance,Upgrade,Acidic Glavenus Spineshell,2,Viper Tobi-Kadachi Thorn,2,Viper Tobi-Kadachi Hardclaw,2,Viper Tobi-Kadachi Membrane+,2
1400,Crimson Hornet,gunlance,Upgrade,Large Elder Dragon Bone,3,Viper Tobi-Kadachi Thorn,3,Ultraplegia Sac,3,Large Wyvern Gem,1
1401,Rath Gunlance I,gunlance,Upgrade,Rathalos Scale,1,Rathalos Webbing,2,Flame Sac,2,Rathalos Marrow,2
1402,Rath Gunlance II,gunlance,Upgrade,Rathalos Scale,6,Rathalos Tail,2,Rathalos Plate,1,Inferno Sac,3
1403,Red Rook,gunlance,Upgrade,Rathalos Scale+,6,Rathalos Carapace,4,Rathalos Wing,2,Rathalos Medulla,1
1404,Blue Rook,gunlance,Upgrade,Azure Rathalos Scale+,6,Azure Rathalos Carapace,4,Azure Rathalos Wing,3,Wyvern Gem,1
1405,Blue Chariot,gunlance,Upgrade,Teostra Horn+,2,Azure Rathalos Scale+,8,Azure Rathalos Tail,3,Rathalos Ruby,1
1406,Blue Chariot+,gunlance,Upgrade,Rathalos Shard,6,Rathalos Cortex,4,Rathalos Fellwing,2,Rath Wingtalon+,4
1407,Soul Chariot,gunlance,Upgrade,Azure Rathalos Shard,6,Azure Rathalos Cortex,4,Azure Rathalos Fellwing,3,Rathalos Mantle,1
1408,Chariot Gun,gunlance,Upgrade,Silver Rathalos Shard,8,Silver Rathalos Cortex,4,Silver Rathalos Lash,3,Rath Gleam,2
1409,Princess Panoply,gunlance,Upgrade,Rathian Spike,3,Rathian Scale,5,Rathian Shell,4,,
1410,Princess Panoply+,gunlance,Upgrade,Rathian Spike+,3,Rathian Scale+,5,Rathian Carapace,4,Rathian Plate,1
1411,Rose Burst,gunlance,Upgrade,Rathian Spike+,4,Pink Rathian Scale+,5,Pink Rathian Carapace,4,Wyvern Gem,1
1412,Royal Burst,gunlance,Upgrade,Elder Dragon Blood,3,Rathian Spike+,5,Pink Rathian Scale+,6,Rathian Ruby,1
1413,Royal Burst+,gunlance,Upgrade,Rathian Surspike,3,Rathian Shard,5,Rathian Cortex,4,,
1414,Highness's Fury,gunlance,Upgrade,Monster Solidbone,5,Pink Rathian Shard,4,Pink Rathian Cortex,3,Rathian Mantle,1
1415,Queen's Panoply,gunlance,Upgrade,Gold Rathian Surspike,3,Gold Rathian Shard,5,Gold Rathian Cortex,4,Rath Gleam,1
1416,Madness Gunlance I,gunlance,Upgrade,Jyuratodus Fin,1,Jyuratodus Shell,1,Jyuratodus Scale,3,Aqua Sac,1
1417,Madness Gunlance II,gunlance,Upgrade,Great Girros Hide,2,Jyuratodus Fin,3,Jyuratodus Shell,3,Gajau Skin,3
1418,Madness Gunlance III,gunlance,Upgrade,Monster Bone+,2,Jyuratodus Fang,4,Jyuratodus Shell,3,Gajau Whisker,3
1419,Jyura Buster I,gunlance,Upgrade,Jyuratodus Fin+,2,Jyuratodus Carapace,2,Jyuratodus Scale+,3,Gajau Scale,5
1420,Jyura Buster II,gunlance,Upgrade,Monster Hardbone,3,Jyuratodus Fin+,4,Torrent Sac,3,Grand Gajau Whisker,3
1421,Jyura Buster III,gunlance,Upgrade,Elder Dragon Bone,2,Jyuratodus Fin+,6,Jyuratodus Fang+,5,Wyvern Gem,1
1422,Jyura Demolisher I,gunlance,Create,Jyuratodus Grandfin,2,Jyuratodus Hardfang,2,Jyuratodus Shard,6,Large Wyvern Gem,1
1423,Jyura Demolisher I,gunlance,Upgrade,Jyuratodus Grandfin,1,Jyuratodus Hardfang,1,Jyuratodus Shard,3,Gajau Thickhide,2
1424,Jyura Demolisher II,gunlance,Upgrade,Monster Slogbone,2,Jyuratodus Grandfin,2,Flood Sac,2,Steel Gajau Whisker,1
1425,Twinfang,gunlance,Upgrade,Barioth Hardclaw,3,Barioth Cortex,4,Cryo Sac,4,Frozen Bone,3
1426,Twinfang+,gunlance,Upgrade,Obsidian Icetalon,2,Amber Hardfang,3,Barioth Greatspike,3,Large Wyvern Gem,1
1427,Ambermarch,gunlance,Upgrade,Velkhana Hardclaw,2,Barioth Hardclaw,4,Amber Hardfang,2,Large Elder Dragon Bone,5
1428,White Night,gunlance,Create,Frostfang Ticket,3,Silverwhite Frostfang,3,Bergcrusher Claw,2,Large Wyvern Gem,1
1429,White Night,gunlance,Upgrade,Frostfang Ticket,2,Silverwhite Frostfang,3,Bergcrusher Claw,1,Gracium,5
1430,Glacial Gunlance I,gunlance,Upgrade,Legiana Claw,3,Legiana Scale,4,Frost Sac,2,,
1431,Glacial Gunlance II,gunlance,Upgrade,Paolumu Wing,4,Legiana Claw,4,Legiana Tail Webbing,3,Legiana Plate,1
1432,Legiana Cannon I,gunlance,Create,Legiana Claw+,2,Legiana Wing,5,Freezer Sac,3,Legiana Plate,1
1433,Legiana Cannon I,gunlance,Upgrade,Legiana Claw+,3,Legiana Scale+,5,Legiana Wing,3,Freezer Sac,2
1434,Legiana Cannon II,gunlance,Upgrade,Daora Claw+,2,Legiana Claw+,5,Legiana Hide+,3,Legiana Gem,1
1435,Legiana Cannon III,gunlance,Upgrade,Legiana Hardclaw,2,Legiana Shard,3,Legiana Tail Webbing+,2,Frozen Bone,4
1436,Hoarcry Cannon,gunlance,Upgrade,Obsidian Icetalon,2,Rimed Hide,5,Stark Wing,2,Cryo Sac,4
1437,Hidden Cannon I,gunlance,Upgrade,Nargacuga Hardfang,2,Nargacuga Shard,3,Nargacuga Tailspear,2,Meldspar Ore,1
1438,Hidden Cannon II,gunlance,Upgrade,Fulgur Anjanath Hardfang,2,Nargacuga Cutwing+,3,Nargacuga Lash,2,Nargacuga Mantle,1
1439,Bone Gunlance I,gunlance,Create,Monster Bone S,1,,,,,,
1440,Bone Gunlance II,gunlance,Upgrade,Monster Bone S,2,,,,,,
1441,Bone Gunlance III,gunlance,Upgrade,Monster Bone M,2,Ancient Bone,1,,,,
1442,Bone Cannon I,gunlance,Upgrade,Monster Bone L,1,Monster Bone M,5,Boulder Bone,2,,
1443,Bone Cannon II,gunlance,Upgrade,Monster Bone+,2,Monster Bone L,1,Sturdy Bone,4,,
1444,Bone Cannon III,gunlance,Upgrade,Monster Keenbone,2,Monster Bone+,2,Quality Bone,2,,
1445,Great Bone Gunlance I,gunlance,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
1446,Great Bone Gunlance II,gunlance,Upgrade,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20,Dragonbone Relic,1
1447,Dragonpike "Quake" I,gunlance,Create,Thick Bone,6,Quality Bone,8,Monster Toughbone,4,Dragonbone Artifact,1
1448,Dragonpike "Quake" I,gunlance,Upgrade,Thick Bone,2,Quality Bone,4,Monster Hardbone,4,Frozen Bone,1
1449,Dragonpike "Quake" II,gunlance,Upgrade,Monster Solidbone,2,Monster Slogbone,3,Thick Bone,4,Monster Essence,2
1450,Dragonpike "Quake" III,gunlance,Upgrade,Large Elder Dragon Bone,3,Monster Solidbone,4,Thick Bone,6,Dragonbone Artifact,1
1451,Eisritter,gunlance,Upgrade,Crystal Shard,4,Velkhana Hardclaw,2,Velkhana Lash,2,Purecrystal,1
1452,Vorpal Icefort,gunlance,Upgrade,Shara Ishvalda Tenderclaw,3,Velkhana Crownhorn,4,Velkhana Hardclaw,4,Velkhana Crystal,1
1453,Bazel Buster I,gunlance,Upgrade,Bazelgeuse Talon,3,Bazelgeuse Scale+,5,Bazelgeuse Fuse,4,Firecell Stone,1
1454,Bazel Buster II,gunlance,Upgrade,Teostra Powder,3,Bazelgeuse Wing,4,Bazelgeuse Talon,4,Bazelgeuse Gem,1
1455,Bazelpride,gunlance,Upgrade,Bazelgeuse Hardclaw,3,Bazelgeuse Shard,4,Distilled Blast Fluid,3,Meldspar Ore,5
1456,Jagras Gunlance I,gunlance,Upgrade,Great Jagras Claw,1,Great Jagras Hide,1,Great Jagras Scale,3,Sharp Claw,1
1457,Jagras Gunlance II,gunlance,Upgrade,Great Jagras Claw,2,Great Jagras Mane,2,Coral Bone,2,Tzitzi-Ya-Ku Claw,3
1458,Jagras Gunlance III,gunlance,Upgrade,Monster Bone+,3,Great Jagras Scale,5,Great Jagras Claw,3,Great Jagras Mane,3
1459,Glutton Gunlance I,gunlance,Upgrade,Great Jagras Scale+,6,Great Jagras Claw+,4,Great Jagras Mane,6,Piercing Claw,5
1460,Glutton Gunlance II,gunlance,Upgrade,Monster Hardbone,4,Great Jagras Claw+,6,Jagras Hide+,6,Tzitzi-Ya-Ku Claw+,5
1461,Glutton Gunlance III,gunlance,Upgrade,Vaal Hazak Talon,2,Great Jagras Claw+,8,Great Jagras Hide+,6,Novacrystal,1
1462,Glutton's Fang I,gunlance,Create,Great Jagras Shard,4,Great Jagras Hardclaw,2,Great Jagras Mane+,3,Fey Wyvern Gem,1
1463,Glutton's Fang I,gunlance,Upgrade,Great Jagras Shard,2,Great Jagras Hardclaw,1,Great Jagras Mane+,2,Jagras Shard,2
1464,Glutton's Fang II,gunlance,Upgrade,Monster Slogbone,3,Great Jagras Hardclaw,3,Great Jagras Thickhide,3,Tough Claw,3
1465,Tiger Blast,gunlance,Upgrade,Tigrex Hardclaw,3,Tigrex Shard,4,Monster Slogbone,3,Thick Bone,5
1466,Tiger Blast+,gunlance,Upgrade,Blackcurl Stouthorn,1,Tigrex Hardfang,3,Tigrex Lash,2,Tigrex Mantle,1
1467,Tigrex Gunlance,gunlance,Upgrade,Daora Hardclaw,2,Tigrex Hardfang,2,Tigrex Cortex,4,Pure Dragon Blood,5
1468,Accursed Blast,gunlance,Upgrade,Brute Tigrex Hardclaw,3,Brute Tigrex Shard,5,Brute Tigrex Hardfang,2,Large Wyvern Gem,1
1469,Flamebite,gunlance,Upgrade,Tempered Ebonjaw,5,Brute Tigrex Hardclaw,4,Brute Tigrex Hardfang,3,Tigrex Mantle,1
1470,Girros Gunlance I,gunlance,Upgrade,Great Girros Fang,1,Great Girros Scale,3,Girros Fang,3,,
1471,Girros Gunlance II,gunlance,Upgrade,Diablos Fang,2,Great Girros Fang,3,Great Girros Hood,2,Paralysis Sac,2
1472,Deathfang Gunlance I,gunlance,Create,Great Girros Hood+,3,Great Girros Fang+,5,Omniplegia Sac,6,Quality Bone,5
1473,Deathfang Gunlance I,gunlance,Upgrade,Great Girros Fang+,3,Great Girros Scale+,5,Great Girros Tail,2,Girros Scale+,6
1474,Deathfang Gunlance II,gunlance,Upgrade,Blos Medulla,1,Great Girros Fang+,4,Great Girros Hood+,2,Omniplegia Sac,4
1475,Deathfang Gunlance III,gunlance,Upgrade,Vaal Hazak Fang+,2,Great Girros Fang+,5,Great Girros Hood+,3,Bird Wyvern Gem,1
1476,Nightveil Gunlance I,gunlance,Upgrade,Great Girros Hardfang,2,Great Girros Lash,1,Ultraplegia Sac,2,Tough Claw,2
1477,Nightveil Gunlance II,gunlance,Upgrade,Odogaron Hardfang,2,Great Girros Shard,4,Great Girros Hardhood,2,Fey Wyvern Gem,1
1478,Glavenus Buster I,gunlance,Upgrade,Glavenus Hardfang,2,Glavenus Shard,4,Molten Bursa,2,Eltalite Ore,6
1479,Glavenus Buster II,gunlance,Upgrade,Ebony Odogaron Hardfang,2,Glavenus Hellshell,3,Glavenus Tailedge,2,Glavenus Mantle,1
1480,Hazak Spysa I,gunlance,Upgrade,Vaal Hazak Talon,4,Vaal Hazak Fang+,5,Deceased Scale,6,Vaal Hazak Membrane,4
1481,Hazak Spysa II,gunlance,Upgrade,Xeno'jiiva Veil,3,Vaal Hazak Talon,6,Vaal Hazak Tail,2,Vaal Hazak Gem,1
1482,Deathlance Vaal Spysa,gunlance,Upgrade,Vaal Hazak Hardclaw,3,Shadowpierce Fang,2,Deceased Shard,5,Deathweaver Membrane,3
1483,Acid Buster I,gunlance,Upgrade,Acidic Glavenus Hardfang,2,Acidic Glavenus Spineshell,2,Acidic Glavenus Tailedge,2,Honed Acidcryst,4
1484,Acid Buster II,gunlance,Upgrade,Vaal Hazak Hardclaw,2,Acidic Glavenus Hardfang,4,Acidic Glavenus Spineshell,3,Glavenus Mantle,1
1485,Carapace Cannon I,gunlance,Upgrade,Barroth Claw,1,Barroth Shell,3,Barroth Ridge,2,,
1486,Carapace Cannon II,gunlance,Upgrade,Dragonite Ore,3,Barroth Claw,2,Barroth Tail,1,Kestodon Shell,3
1487,Carapace Cannon III,gunlance,Upgrade,Diablos Shell,3,Barroth Claw,4,Barroth Scalp,2,Monster Bone+,3
1488,Barroth Blaster I,gunlance,Upgrade,Barroth Claw+,2,Barroth Carapace,3,Barroth Ridge+,2,Kestodon Carapace,5
1489,Barroth Blaster II,gunlance,Upgrade,Diablos Carapace,3,Barroth Claw+,4,Barroth Carapace,3,Gastodon Carapace,5
1490,Barroth Blaster III,gunlance,Upgrade,Nergigante Horn+,1,Barroth Claw+,5,Barroth Ridge+,5,Wyvern Gem,1
1491,Barroth Bluff I,gunlance,Create,Barroth Hardclaw,2,Barroth Crown,2,Barroth Chine,4,Large Wyvern Gem,1
1492,Barroth Bluff I,gunlance,Upgrade,Barroth Hardclaw,1,Barroth Cortex,2,Barroth Chine,2,Kestodon Husk,2
1493,Barroth Bluff II,gunlance,Upgrade,Diablos Cortex,2,Barroth Hardclaw,2,Barroth Crown,1,Monster Slogbone,3
1494,Brachydios Buster I,gunlance,Upgrade,Brachydios Crown,2,Brachydios Cortex,4,Glowing Slime,3,Meldspar Ore,3
1495,Brachydios Buster II,gunlance,Upgrade,Azure Rathalos Fellwing,2,Brachydios Pounder+,3,Brachydios Lash,2,Glowing Slime,5
1496,Mammoth Gunlance I,gunlance,Create,Banbaro Cortex,5,Banbaro Chine,4,Frozen Bone,3,Purecrystal,1
1497,Mammoth Gunlance I,gunlance,Upgrade,Banbaro Great Horn,1,Banbaro Cortex,2,Banbaro Chine,2,Monster Toughbone,3
1498,Mammoth Gunlance II,gunlance,Upgrade,Monster Solidbone,3,Banbaro Great Horn,3,Banbaro Lash,2,Dragonbone Artifact,1
1499,Usurper's Roar,gunlance,Upgrade,Zinogre Hardclaw,3,Zinogre Deathly Shocker,2,Zinogre Cortex,5,Lightning Sac,3
1500,Usurper's Roar+,gunlance,Upgrade,Zinogre Hardhorn,3,Zinogre Electrofur+,4,Fulgurbug,5,Zinogre Skymerald,1
1501,Despot's Phlogiston,gunlance,Upgrade,Spiritvein Solidbone,5,Zinogre Hardhorn,2,Zinogre Deathly Shocker,5,Large Elder Dragon Gem,1
1502,Blazing Gunlance I,gunlance,Upgrade,Anjanath Fang,2,Anjanath Scale,3,Flame Sac,1,,
1503,Blazing Gunlance II,gunlance,Upgrade,Rathalos Marrow,1,Anjanath Fang,4,Anjanath Nosebone,1,Anjanath Tail,1
1504,Anja Cannon I,gunlance,Create,Anjanath Fang+,4,Anjanath Scale+,8,Anjanath Nosebone+,2,Wyvern Gem,1
1505,Anja Cannon I,gunlance,Upgrade,Anjanath Fang+,4,Anjanath Scale+,5,Inferno Sac,3,Anjanath Plate,1
1506,Anja Cannon II,gunlance,Upgrade,Rathalos Medulla,2,Anjanath Fang+,5,Anjanath Pelt+,4,Firecell Stone,1
1507,Anja Cannon III,gunlance,Upgrade,Teostra Mane,2,Anjanath Fang+,6,Anjanath Nosebone+,2,Anjanath Gem,1
1508,Anjanath Flamelance I,gunlance,Upgrade,Anjanath Hardfang,1,Anjanath Shard,2,Conflagrant Sac,1,Eltalite Ore,3
1509,Anjanath Flamelance II,gunlance,Upgrade,Azure Rathalos Cortex,2,Anjanath Fur,3,Heavy Anjanath Nosebone,2,Anjanath Lash,1
1510,Ending Fulgur I,gunlance,Upgrade,Fulgur Anjanath Hardfang,1,Fulgur Anjanath Shard,2,Monster Solidbone,3,Meldspar Ore,2
1511,Ending Fulgur II,gunlance,Upgrade,Fulgur Anjanath Thickfur,3,Heavy Fulgur Anjanath Nosebone,2,Fulgur Anjanath Lash,1,Lightning Sac,3
1512,Dragonbone Gunlance I,gunlance,Create,Warped Bone,5,Coral Bone,5,Boulder Bone,5,Ancient Bone,5
1513,Dragonbone Gunlance II,gunlance,Upgrade,Monster Bone+,6,Monster Bone L,8,Sturdy Bone,8,,
1514,Dragonbone Gunlance III,gunlance,Upgrade,Elder Dragon Bone,10,Brutal Bone,4,Dragonbone Relic,2,Wyvern Gem,1
1515,Dragonseal Gunlance I,gunlance,Upgrade,Monster Solidbone,3,Monster Slogbone,4,Thick Bone,6,Dragonbone Artifact,1
1516,Dragonseal Gunlance II,gunlance,Upgrade,Large Elder Dragon Bone,6,Monster Solidbone,4,Lavasioth Grandfin,2,Large Wyvern Gem,1
1517,Broken Silence,gunlance,Upgrade,Shara Ishvalda Tenderclaw,4,Shara Ishvalda Tenderscale,6,Shara Ishvalda Tenderplate,2,Shara Ishvalda Gem,1
1518,Magda Lahat,gunlance,Upgrade,Zorah Magdaros Heat Scale,4,Zorah Magdaros Carapace,8,Zorah Magdaros Magma,4,Zorah Magdaros Gem,1
1519,Earthshaker Magda Lahat,gunlance,Upgrade,Xeno'jiiva Shell,4,Zorah Magdaros Ridge,2,Zorah Magdaros Pleura,2,Firecell Stone,3
1520,Magda Lahat Reforged,gunlance,Upgrade,Elder Dragonvein Bone,3,Dragonvein Solidbone,5,Heavy Dragonvein Bone,6,Large Elder Dragon Gem,1
1521,Hydra Ephyra,gunlance,Upgrade,Namielle Hardclaw,4,Namielle Finehide,5,Namielle Whisker,2,Purecrystal,1
1522,Black Ephyra,gunlance,Upgrade,Shara Ishvalda Tenderclaw,2,Namielle Whisker,4,Namielle Lash,2,Large Elder Dragon Gem,1
1523,Blacksteel Gunlance I,gunlance,Create,Dragonvein Crystal,10,Earth Crystal,10,Coral Crystal,10,Lightcrystal,1
1524,Blacksteel Gunlance II,gunlance,Upgrade,Firecell Stone,1,Fucium Ore,5,Carbalite Ore,10,Wyvern Gem,1
1525,Icesteel Gunlance,gunlance,Upgrade,Daora Claw+,3,Daora Webbing,4,Nergigante Carapace,5,Daora Tail,2
1526,Daora's Brigia,gunlance,Upgrade,Xeno'jiiva Wing,2,Daora Horn+,5,Daora Claw+,4,Daora Gem,1
1527,Daora's Tempest,gunlance,Upgrade,Daora Hardhorn,5,Daora Hardclaw,4,Daora Shard,5,Large Elder Dragon Gem,1
1528,Xeno Hemta,gunlance,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2,Xeno'jiiva Gem,1
1529,Ravenous Gunlance,gunlance,Create,Deviljho Scale,6,Deviljho Talon,2,Deviljho Tallfang,3,Deviljho Saliva,2
1530,Insatiable Gunlance,gunlance,Upgrade,Elder Dragon Blood,5,Deviljho Scalp,2,Deviljho Tallfang,5,Deviljho Gem,1
1531,Consummate Gunlance,gunlance,Upgrade,Vile Fang,3,Deviljho Ripper,2,Black Blood,3,Deviljho Crook,1
1532,Empress Howl,gunlance,Create,Lunastra Scale+,4,Lunastra Horn,3,Lunastra Mane,3,Lunastra Gem,1
1533,Empress Howl "Blaze",gunlance,Upgrade,Research Commission Ticket,1,Lunastra Horn,2,Teostra Horn+,3,Bazelgeuse Gem,1
1534,Soulfire Talon "Blaze",gunlance,Upgrade,Lunastra Shard,4,Lunastra Hardhorn,4,Lunastra Mane+,4,Large Elder Dragon Gem,1
1535,Empress Howl "Ruin",gunlance,Upgrade,Research Commission Ticket,1,Lunastra Wing,3,Nergigante Horn+,3,Nergigante Gem,1
1536,Soulfire Talon "Ruin",gunlance,Upgrade,Lunastra Shard,4,Annihilating Greathorn,3,Eternal Regrowth Plate,3,Large Elder Dragon Gem,1
1537,Empress Howl "Styx",gunlance,Upgrade,Research Commission Ticket,1,Lunastra Tail,2,Xeno'jiiva Horn,3,Xeno'jiiva Gem,1
1538,Soulfire Talon "Styx",gunlance,Upgrade,Lunastra Shard,4,Lunastra Lash,2,Elder Spiritvein Bone,5,Large Elder Dragon Gem,1
1539,Demon Gunlance,gunlance,Create,Rajang Hardhorn,1,Rajang Hardclaw,1,Rajang Hardfang,2,Rajang Wildpelt,2
1540,Great Demon Gunlance,gunlance,Upgrade,Tempered Glimmerpelt,3,Rajang Hardhorn,3,Rajang Hardfang,7,Gold Rajang Pelt+,3
1541,Demonlord Gunlance,gunlance,Create,Ghoulish Gold Gorer,3,Rajang Apoplexy,2,Gold Rajang Pelt+,5,Rajang Heart,1
1542,Brimstren Drakeblood,gunlance,Create,Stygian Zinogre Hardhorn,1,Stygian Zinogre Hardclaw,1,Stygian Zinogre Dragonlocks,2,Stygian Zinogre Dragonhold,2
1543,Stygian Avaritia,gunlance,Upgrade,Tempered Dragonhold,3,Stygian Zinogre Hardhorn,2,Stygian Zinogre Hardclaw,5,Stygian Zinogre Skymerald,1
1544,Lightbreak Gunlance,gunlance,Create,Brach Obliterator,3,Brach Warhead,1,Indestructible Ebonshell,4,Immortal Reactor,1
1545,Alatreon Gunlance,gunlance,Create,Alatreon Mantle,3,Skyswayer,1,Alatreon Riptalon,3,Large Elder Dragon Gem,1
1546,Alatreon Melt,gunlance,Upgrade,Alatreon Direwing,1,Skyswayer,2,Alatreon Riptalon,2,Azure Dragonsphire,1
1547,Gajalaka Firestabber,gunlance,Create,Boaboa Ticket,1,Dodogama Mandible,1,Frozen Bone,3,Eltalite Ore,15
1548,Gajalaka Firepike,gunlance,Upgrade,Monster Solidbone,4,Uragaan Jaw+,2,Uragaan Shard,5,Purecrystal,1
1549,Guild Palace Order,gunlance,Create,Fest Ticket,2,Amber Hardfang,2,Gracium,5,Purecrystal,1
1550,Royal Guard Striker,gunlance,Upgrade,Hero King Coin,1,Namielle Hardclaw,3,Large Elder Dragon Bone,5,Pure Dragon Blood,3
1551,Defender Switch Axe I,switch-axe,Create,Iron Ore,1,,,,,,
1552,Defender Switch Axe II,switch-axe,Upgrade,Anjanath Scale,1,,,,,,
1553,Defender Switch Axe III,switch-axe,Upgrade,Commendation,1,,,,,,
1554,Defender Switch Axe IV,switch-axe,Upgrade,Pink Rathian Scale+,1,,,,,,
1555,Defender Switch Axe V,switch-axe,Upgrade,Immortal Dragonscale,1,,,,,,
1556,Proto Iron Axe I,switch-axe,Create,Iron Ore,1,,,,,,
1557,Proto Iron Axe II,switch-axe,Upgrade,Iron Ore,2,,,,,,
1558,Proto Iron Axe III,switch-axe,Upgrade,Earth Crystal,2,Machalite Ore,2,Iron Ore,5,,
1559,Improved Steel Axe I,switch-axe,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
1560,Improved Steel Axe II,switch-axe,Upgrade,Monster Bone+,2,Dragonite Ore,5,Coral Crystal,2,Machalite Ore,10
1561,Improved Steel Axe III,switch-axe,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
1562,Perfected Alloy Axe I,switch-axe,Upgrade,Fucium Ore,8,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3
1563,Perfected Alloy Axe II,switch-axe,Upgrade,Elder Dragon Blood,2,Fucium Ore,13,Carbalite Ore,20,Firecell Stone,1
1564,Chrome Machina I,switch-axe,Create,Eltalite Ore,6,Carbalite Ore,10,Firecell Stone,2,Purecrystal,1
1565,Chrome Machina I,switch-axe,Upgrade,Eltalite Ore,2,Carbalite Ore,4,Spiritvein Crystal,2,Gracium,1
1566,Chrome Machina II,switch-axe,Upgrade,Monster Slogbone,3,Eltalite Ore,4,Meldspar Ore,2,Bathycite Ore,2
1567,Chrome Machina III,switch-axe,Upgrade,Pure Dragon Blood,3,Eltalite Ore,6,Meldspar Ore,3,Purecrystal,1
1568,Blackwing Switch Axe I,switch-axe,Upgrade,Garuga Shard,3,Garuga Silverpelt,4,Garuga Auricle,2,Fey Wyvern Gem,1
1569,Blackwing Switch Axe II,switch-axe,Upgrade,Scratched Shell,3,Garuga Fellwing,2,Fancy Beak,3,Large Wyvern Gem,1
1570,Nergal Gash,switch-axe,Upgrade,Nergigante Talon,3,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Carapace,2
1571,Dying Light,switch-axe,Upgrade,Xeno'jiiva Horn,2,Nergigante Horn+,5,Nergigante Talon,5,Nergigante Gem,1
1572,Ruinous Light,switch-axe,Upgrade,Annihilating Greathorn,3,Nergigante Hardclaw,4,Eternal Regrowth Plate,5,Large Elder Dragon Gem,1
